"fecha_deteccion","fuente","identificador","entidad","campo","valor_anterior","valor_nuevo","nivel_relacion"
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9809604,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818607,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9779629,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9821609,GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9770441,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818614,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9815647,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818709,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9819716,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE VIVIENDA SOCIAL Y HABITAT,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9819807,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE VIVIENDA SOCIAL Y HABITAT,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9820403,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE VIVIENDA SOCIAL Y HABITAT,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9793615,SANTIAGO DE CALI DISTRITO ESPECIAL- SECRETARIA DE TURISMO,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9793615,SANTIAGO DE CALI DISTRITO ESPECIAL- SECRETARIA DE TURISMO,nombre_supervisor,No definido,YANETH PATRICIA ALEGRIA COPETE,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9811321,SANTIAGO DE CALI  DISTRITO ESPECIAL - SECRETARIA DE CULTURA,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818522,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9821861,GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,estado_contrato,Aprobado,Modificado,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814609,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9820439,SANTIAGO DE CALI DISTRITO ESPECIAL - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,estado_contrato,Aprobado,En ejecución,Alta
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9820439,SANTIAGO DE CALI DISTRITO ESPECIAL - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,fecha_de_fin_del_contrato,2026-10-20T00:00:00.000,2026-10-18T00:00:00.000,Alta
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9820439,SANTIAGO DE CALI DISTRITO ESPECIAL - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,valor_pendiente_de_pago,0,3759980000,Alta
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810205,CONCEJO DISTRITAL DE SANTIAGO DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814369,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9808935,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DISTRITAL DE SALUD DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9808976,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9784413,GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9784413,GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD,nombre_supervisor,No definido,Isabel Cristina Hurtado Palacios,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9805499,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9776104,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9801627,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DEL DEPORTE Y LA RECREACIÓN,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9821516,GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818719,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9808476,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9817840,DEPARTAMENTO ADMINISTRATIVO DE GESTION DEL MEDIO AMBIENTE DAGMA,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9819702,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE VIVIENDA SOCIAL Y HABITAT,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9819307,GOBERNACION DEL VALLE DEL CAUCA - DEPARTAMENTO ADMINISTRATIVO DE PLANEACION,nombre_supervisor,SERGIO NICOLAS GUZMAN RICO,LUISA FERNANDA SARMIENTO NUÑEZ,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9747295,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9785223,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DISTRITAL DE SALUD DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9820102,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE VIVIENDA SOCIAL Y HABITAT,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9764281,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9813997,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DISTRITAL DE SALUD DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9813997,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DISTRITAL DE SALUD DE CALI,valor_pendiente_de_pago,0,6813000,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9807390,CONCEJO DISTRITAL DE SANTIAGO DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9785429,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DEL DEPORTE Y LA RECREACIÓN,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9777894,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9812458,GOBERNACION DEL VALLE DEL CAUCA - DADI,valor_pendiente_de_pago,0,2500000,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9780961,SECRETARIA DE EDUCACION DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9811435,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9821506,GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9812612,CONCEJO DISTRITAL DE SANTIAGO DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818532,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810038,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9819118,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810669,SECRETARIA GENERAL- GOBERNACION DEL VALLE,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9773948,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9792428,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA,nombre_supervisor,No definido,Jorge Alberto Buitrago Trujillo,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9815333,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818525,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810313,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9817977,GOBERNACION DEL VALLE DEL CAUCA - DEPARTAMENTO ADMINISTRATIVO DE PLANEACION,nombre_supervisor,SERGIO NICOLAS GUZMAN RICO,LUISA FERNANDA SARMIENTO NUÑEZ,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818523,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814685,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814637,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9817217,OFICINA DE CONTROL DISCIPLINARIO INTERNO DE JUZGAMIENTO,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810182,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9811753,SANTIAGO DE CALI DISTRITO ESPECIAL - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9817127,OFICINA DE CONTROL DISCIPLINARIO INTERNO DE JUZGAMIENTO,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9776097,GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9776097,GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD,nombre_supervisor,No definido,Isabel Cristina Hurtado Palacios,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9809372,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810048,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9813046,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9813046,GOBERNACION DEL VALLE DEL CAUCA - DADI,valor_pendiente_de_pago,0,3500000,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810974,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9812379,GOBERNACION DEL VALLE DEL CAUCA - DADI,valor_pendiente_de_pago,0,7000000,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9780543,SECRETARIA DE EDUCACION DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9819113,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9819117,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9763331,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814169,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810224,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9777597,GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD,nombre_supervisor,No definido,Rosa Ana Angarita Rojas,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818428,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814454,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9811223,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9815058,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814589,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814383,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9779592,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818524,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9815623,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9770317,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DISTRITAL DE SALUD DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9770501,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810043,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9805908,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9785101,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE PAZ Y CULTURA CIUDADANA,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818267,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814573,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE GOBIERNO,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9785201,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE PAZ Y CULTURA CIUDADANA,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9821534,GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9769433,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9805100,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818514,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9808860,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9815461,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9805369,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9768213,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9811380,SECRETARIA GENERAL- GOBERNACION DEL VALLE,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9812250,CONCEJO DISTRITAL DE SANTIAGO DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9792199,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA,nombre_supervisor,No definido,Jorge Alberto Buitrago Trujillo,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9816698,OFICINA DE CONTROL DISCIPLINARIO INTERNO DE JUZGAMIENTO,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9792498,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA,nombre_supervisor,No definido,Jorge Alberto Buitrago Trujillo,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810841,GOBERNACION DEL VALLE DEL CAUCA - DADI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9818721,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9810792,SECRETARIA GENERAL- GOBERNACION DEL VALLE,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9820611,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE VIVIENDA SOCIAL Y HABITAT,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9811329,SECRETARIA GENERAL- GOBERNACION DEL VALLE,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9819715,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE VIVIENDA SOCIAL Y HABITAT,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9821505,GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9809985,CONCEJO DISTRITAL DE SANTIAGO DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9770653,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9722134,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9780074,SECRETARIA DE EDUCACION DE CALI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814997,SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9821513,GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9800168,Secretaría de Hacienda - Alcaldía de Tuluá,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9814342,CVC,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9805953,ALCALDIA MUNICIPIO DE JAMUNDI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9799931,Secretaría de Hacienda - Alcaldía de Tuluá,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9800371,ALCALDIA MUNICIPIO DE JAMUNDI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9809090,ALCALDÍA MUNICIPIO DE PALMIRA,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9800441,Secretaría de Hacienda - Alcaldía de Tuluá,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9780298,MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9740762,REGIONAL DE ASEGURAMIENTO EN SALUD No. 4,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9820580,ALCALDIA MUNICIPAL DE ANDALUCIA VALLE DEL CAUCA,estado_contrato,Aprobado,En ejecución,Alta
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9784603,ALCALDIA MUNICIPIO DE JAMUNDI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9783874,ALCALDIA MUNICIPIO DE JAMUNDI,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9803223,Secretaría de Bienestar Social - Alcaldía de Tuluá,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9815701,MUNICIPIO DE BUGALAGRANDE,estado_contrato,Aprobado,En ejecución,Contexto
2026-08-20 20:22:39,contratos,CO1.PCCNTR.9822099,ALCALDÍA MUNICIPIO DE PALMIRA,estado_contrato,Aprobado,En ejecución,Contexto
